연번,충전소명,사용시간,이용자제한,충전기상태,충전기타입,소재지도로명주소,소재지지번주소,세부위치,관리업체명,업체전화번호,위도,경도,충전소ID,충전기ID,충전기용량,기관ID,전용주차장,상태갱신일시,데이터기준일자
영통구_113_1,광교파크자이더테라스8906동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 웰빙타운로 130 ,경기도 수원시 영통구 이의동 1177번지 광교파크자이더테라스,8906동 전면부 지하주차장 1층,에버온,1661-7766,37.312524,127.039297,EV000912,EV00091201,완속(7kW),EV,Y,,2021-11-30
영통구_113_2,광교파크자이더테라스8906동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 웰빙타운로 130 ,경기도 수원시 영통구 이의동 1177번지 광교파크자이더테라스,8906동 전면부 지하주차장 1층,에버온,1661-7766,37.312524,127.039297,EV000912,EV00091202,완속(7kW),EV,Y,,2021-11-30
영통구_114_1,수원 광교센트럴타운 60단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로22번길 36 ,경기도 수원시 영통구 이의동 1334번지 광교센트럴타운60단지,6013동 전면부 지하주차장 1층,에버온,1661-7766,37.289135,127.060219,EV000647,EV00064701,완속(7kW),EV,Y,,2021-11-30
영통구_114_2,수원 광교센트럴타운 60단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로22번길 36 ,경기도 수원시 영통구 이의동 1334번지 광교센트럴타운60단지,6013동 전면부 지하주차장 1층,에버온,1661-7766,37.289135,127.060219,EV000647,EV00064702,완속(7kW),EV,Y,,2021-11-30
영통구_115_1,수원 광교센트럴타운 62단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴파크로 34 ,경기도 수원시 영통구 하동 1013번지 광교센트럴타운62단지,6206동 전면부 지하주차장 1층,에버온,1661-7766,37.288809,127.064095,EV000650,EV00065001,완속(7kW),EV,Y,,2021-11-30
영통구_115_2,수원 광교센트럴타운 62단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴파크로 34 ,경기도 수원시 영통구 하동 1013번지 광교센트럴타운62단지,6206동 전면부 지하주차장 1층,에버온,1661-7766,37.288809,127.064095,EV000650,EV00065002,완속(7kW),EV,Y,,2021-11-30
영통구_115_3,수원 광교센트럴타운 62단지,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴파크로 34 ,경기도 수원시 영통구 하동 1013번지 광교센트럴타운62단지,6206동 전면부 지하주차장 1층,에버온,1661-7766,37.288809,127.064095,EV000650,EV00065003,완속(7kW),EV,Y,,2021-11-30
영통구_116_1,수원 영통황골쌍용아파트243동 ,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,243동 전면부 지하주차장 1층,에버온,1661-7766,37.263931,127.082741,EV003000,EV00300001,완속(7kW),EV,Y,,2021-11-30
영통구_116_2,수원 영통황골쌍용아파트243동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,243동 전면부 지하주차장 1층,에버온,1661-7766,37.263931,127.082741,EV003000,EV00300002,완속(7kW),EV,Y,,2021-11-30
영통구_117_1,수원 영통황골쌍용아파트245동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,245동 전면부 지하주차장 1층,에버온,1661-7766,37.263324,127.082746,EV003001,EV00300101,완속(7kW),EV,Y,,2021-11-30
영통구_117_2,수원 영통황골쌍용아파트245동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,245동 전면부 지하주차장 1층,에버온,1661-7766,37.263324,127.082746,EV003001,EV00300102,완속(7kW),EV,Y,,2021-11-30
영통구_117_3,수원 영통황골쌍용아파트245동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,245동 전면부 지하주차장 1층,에버온,1661-7766,37.263324,127.082746,EV003001,EV00300103,완속(7kW),EV,Y,,2021-11-30
영통구_118_1,수원 영통황골쌍용아파트249동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,249동 전면부 지하주차장 1층,에버온,1661-7766,37.262564,127.082353,EV003002,EV00300201,완속(7kW),EV,Y,,2021-11-30
영통구_118_2,수원 영통황골쌍용아파트249동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,249동 전면부 지하주차장 1층,에버온,1661-7766,37.262564,127.082353,EV003002,EV00300202,완속(7kW),EV,Y,,2021-11-30
영통구_119_1,수원 영통황골쌍용아파트250동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,250동 전면부 지하주차장 1층,에버온,1661-7766,37.262597,127.083284,EV003003,EV00300301,완속(7kW),EV,Y,,2021-11-30
영통구_119_2,수원 영통황골쌍용아파트250동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,250동 전면부 지하주차장 1층,에버온,1661-7766,37.262597,127.083284,EV003003,EV00300302,완속(7kW),EV,Y,,2021-11-30
영통구_119_3,수원 영통황골쌍용아파트250동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로1744번길 16,경기도 수원시 영통구 영통동 1052-2번지 쌍용아파트,250동 전면부 지하주차장 1층,에버온,1661-7766,37.262597,127.083284,EV003003,EV00300303,완속(7kW),EV,Y,,2021-11-30
영통구_120_1,경기대학교 수원여객,09:00~18:00,이용자 제한 없음,2,DC콤보,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산94-6번지,야외 주차장,클린일렉스,1811-1360,37.303151,127.034601,KL001919,KL00191901,DC콤보(50kW),KL,Y,,2021-11-30
영통구_120_2,경기대학교 수원여객,09:00~18:00,이용자 제한 없음,2,DC콤보,경기도 수원시 영통구 광교산로 154-42,경기도 수원시 영통구 이의동 산94-6번지,야외 주차장,클린일렉스,1811-1360,37.303151,127.034601,KL001919,KL00191902,DC콤보(50kW),KL,Y,,2021-11-30
영통구_121_1,광교아이파크오피스텔,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 광교아이파크,107동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.274627,127.060839,KL001140,KL00114001,완속(7kW),KL,Y,,2021-11-30
영통구_121_2,광교아이파크오피스텔,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 광교아이파크,107동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.274627,127.060839,KL001140,KL00114002,완속(7kW),KL,Y,,2021-11-30
영통구_121_3,광교아이파크오피스텔,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 광교아이파크,107동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.274627,127.060839,KL001140,KL00114003,완속(7kW),KL,Y,,2021-11-30
영통구_122_1,광교아이파크오피스텔관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 광교아이파크,106동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.274427,127.062765,KL002017,KL00201701,완속(7kW),KL,Y,,2021-11-30
영통구_122_2,광교아이파크오피스텔관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 80,경기도 수원시 영통구 원천동 593번지 광교아이파크,106동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.274427,127.062765,KL002017,KL00201702,완속(7kW),KL,Y,,2021-11-30
영통구_123_1,삼정라츠아파트,09:00~18:00,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 영통로90번길 4-22,경기도 수원시 영통구 망포동 717번지 삼정라츠아파트,101동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.238183,127.061106,KL001163,KL00116301,완속(7kW),KL,Y,,2021-11-30
영통구_123_2,삼정라츠아파트,09:00~18:00,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 영통로90번길 4-22,경기도 수원시 영통구 망포동 717번지 삼정라츠아파트,101동 전면부 지하주차장 1층,클린일렉스,1811-1350,37.238183,127.061106,KL001163,KL00116302,완속(7kW),KL,Y,,2021-11-30
영통구_124_1,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,2동 전면부 지하주차장 4층,클린일렉스,1811-1350,37.262706,127.061258,KL001192,KL00119201,완속(7kW),KL,Y,,2021-11-30
영통구_124_2,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,2동 전면부 지하주차장 4층,클린일렉스,1811-1350,37.262706,127.061258,KL001192,KL00119202,완속(7kW),KL,Y,,2021-11-30
영통구_124_3,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,2동 전면부 지하주차장 4층,클린일렉스,1811-1350,37.262706,127.061258,KL001192,KL00119203,완속(7kW),KL,Y,,2021-11-30
영통구_124_4,이노플렉스,09:00~18:00,직원 외 이용제한,3,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,2동 전면부 지하주차장 5층,클린일렉스,1811-1350,37.262706,127.061258,KL001192,KL00119204,완속(7kW),KL,Y,,2021-11-30
영통구_124_5,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,2동 전면부 지하주차장 5층,클린일렉스,1811-1350,37.262706,127.061258,KL001192,KL00119205,완속(7kW),KL,Y,,2021-11-30
영통구_124_6,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,3동 전면부 지하주차장 3층,클린일렉스,1811-1350,37.262217,127.060912,KL001192,KL00119206,완속(7kW),KL,Y,,2021-11-30
영통구_124_7,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,3동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.262217,127.060912,KL001192,KL00119207,완속(7kW),KL,Y,,2021-11-30
영통구_124_8,이노플렉스,09:00~18:00,직원 외 이용제한,2,AC완속,경기도 수원시 영통구 신원로 306,경기도 수원시 영통구 원천동 552번지,3동 전면부 지하주차장 2층,클린일렉스,1811-1350,37.262217,127.060912,KL001192,KL00119208,완속(7kW),KL,Y,,2021-11-30
영통구_125_1,박명화(대학1로8번길),24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학1로8번길 78-4,경기도 수원시 영통구 이의동 1268-2번지,야외 주차장,이카플러그,1833-4577,37.297497,127.045383,EP200001,EP20000101,완속(7kW),EP,N,,2021-11-30
영통구_125_2,박명화(대학1로8번길),24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학1로8번길 78-4,경기도 수원시 영통구 이의동 1268-2번지,야외 주차장,이카플러그,1833-4577,37.297497,127.045383,EP200001,EP20000102,완속(7kW),EP,N,,2021-11-30
영통구_126_1,수원 권영길(대학1로8번길),24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학1로8번길 70-8,경기도 수원시 영통구 이의동 1269-4번지,야외 주차장,이카플러그,1833-4577,37.297386,127.044806,EP200004,EP20000401,완속(7kW),EP,Y,,2021-11-30
영통구_127_1,수원 권정완,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학1로8번길 70-3,경기도 수원시 영통구 이의동 1268-7번지,야외 주차장,이카플러그,1833-4577,37.297569,127.045186,EP200243,EP20024301,완속(7kW),EP,Y,,2021-11-30
영통구_128_1,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6102동 전면부 지하주차장 1층,파워큐브,1833-8017,37.291286,127.052661,PW012288,PW01228801,완속(7kW),PW,Y,,2021-11-30
영통구_128_2,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6102동 전면부 지하주차장 1층,파워큐브,1833-8017,37.291286,127.052661,PW012288,PW01228802,완속(7kW),PW,Y,,2021-11-30
영통구_128_3,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6102동 전면부 지하주차장 1층,파워큐브,1833-8017,37.291286,127.052661,PW012288,PW01228803,완속(7kW),PW,Y,,2021-11-30
영통구_128_4,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6113동 전면부 지하주차장 2층,파워큐브,1833-8017,37.292019,127.054758,PW012288,PW01228804,완속(7kW),PW,Y,,2021-11-30
영통구_128_5,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6113동 전면부 지하주차장 2층,파워큐브,1833-8017,37.292019,127.054758,PW012288,PW01228805,완속(7kW),PW,Y,,2021-11-30
영통구_128_6,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6113동 전면부 지하주차장 2층,파워큐브,1833-8017,37.292019,127.054758,PW012288,PW01228806,완속(7kW),PW,Y,,2021-11-30
영통구_128_7,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6113동 전면부 지하주차장 2층,파워큐브,1833-8017,37.292019,127.054758,PW012288,PW01228807,완속(7kW),PW,Y,,2021-11-30
영통구_128_8,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6113동 전면부 지하주차장 2층,파워큐브,1833-8017,37.292019,127.054758,PW012288,PW01228808,완속(7kW),PW,Y,,2021-11-30
영통구_128_9,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6121동 전면부 지하주차장 3층,파워큐브,1833-8017,37.290501,127.056136,PW012288,PW01228809,완속(7kW),PW,Y,,2021-11-30
영통구_128_10,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6121동 전면부 지하주차장 3층,파워큐브,1833-8017,37.290501,127.056136,PW012288,PW01228810,완속(7kW),PW,Y,,2021-11-30
영통구_128_11,E편한세상광교입주자대표회의,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 센트럴타운로 76,경기도 수원시 영통구 이의동 1326번지 e편한세상 광교,6121동 전면부 지하주차장 3층,파워큐브,1833-8017,37.290501,127.056136,PW012288,PW01228811,완속(7kW),PW,Y,,2021-11-30
영통구_129_1,e편한세상 1단지-102동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로 1410-17,경기도 수원시 영통구 망포동 726번지 e편한세상 영통2차 1단지,101동 전면부 지하주차장 1층,파워큐브,1833-8017,37.239797,127.064078,PW000176,PW00017601,완속(7kW),PW,N,,2021-11-30
영통구_130_1,e편한세상 1단지-104동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로 1410-17,경기도 수원시 영통구 망포동 726번지 e편한세상 영통2차 1단지,105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.240043,127.064568,PW000177,PW00017701,완속(7kW),PW,N,,2021-11-30
영통구_130_2,e편한세상 1단지-104동,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 봉영로 1410-17,경기도 수원시 영통구 망포동 726번지 e편한세상 영통2차 1단지,105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.240043,127.064568,PW000177,PW00017702,완속(7kW),PW,N,,2021-11-30
영통구_131_1,계룡리슈빌스카이관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 중부대로 604,경기도 수원시 영통구 영통동 945-2번지 수원영통리슈빌스카이오피스텔,지하주차장 2층,파워큐브,1833-8017,37.267392,127.081355,PW011897,PW01189701,완속(7kW),PW,Y,,2021-11-30
영통구_131_2,계룡리슈빌스카이관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 중부대로 604,경기도 수원시 영통구 영통동 945-2번지 수원영통리슈빌스카이오피스텔,지하주차장 2층,파워큐브,1833-8017,37.267392,127.081355,PW011897,PW01189702,완속(7kW),PW,Y,,2021-11-30
영통구_131_3,계룡리슈빌스카이관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 중부대로 604,경기도 수원시 영통구 영통동 945-2번지 수원영통리슈빌스카이오피스텔,지하주차장 2층,파워큐브,1833-8017,37.267392,127.081355,PW011897,PW01189703,완속(7kW),PW,Y,,2021-11-30
영통구_131_4,계룡리슈빌스카이관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 중부대로 604,경기도 수원시 영통구 영통동 945-2번지 수원영통리슈빌스카이오피스텔,지하주차장 2층,파워큐브,1833-8017,37.267392,127.081355,PW011897,PW01189704,완속(7kW),PW,Y,,2021-11-30
영통구_131_5,계룡리슈빌스카이관리단,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 중부대로 604,경기도 수원시 영통구 영통동 945-2번지 수원영통리슈빌스카이오피스텔,지하주차장 2층,파워큐브,1833-8017,37.267392,127.081355,PW011897,PW01189705,완속(7kW),PW,Y,,2021-11-30
영통구_132_1,광교더샵레이크파크-101동 B1,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,101동 전면부 지하주차장 1층,파워큐브,1833-8017,37.286831,127.062161,PW000148,PW00014801,완속(7kW),PW,Y,,2021-11-30
영통구_132_2,광교더샵레이크파크-101동 B2,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,101동 전면부 지하주차장 2층,파워큐브,1833-8017,37.286831,127.062161,PW000149,PW00014901,완속(7kW),PW,Y,,2021-11-30
영통구_132_3,광교더샵레이크파크-101동 B3,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,101동 전면부 지하주차장 3층,파워큐브,1833-8017,37.286831,127.062161,PW000150,PW00015001,완속(7kW),PW,Y,,2021-11-30
영통구_133_1,광교더샵레이크파크-102동 B4,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,102동 전면부 지하주차장 1층,파워큐브,1833-8017,37.286843,127.063001,PW000151,PW00015101,완속(7kW),PW,Y,,2021-11-30
영통구_133_2,광교더샵레이크파크-102동 B5,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,102동 전면부 지하주차장 2층,파워큐브,1833-8017,37.286843,127.063001,PW000152,PW00015201,완속(7kW),PW,Y,,2021-11-30
영통구_133_3,광교더샵레이크파크-102동 B6,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,102동 전면부 지하주차장 3층,파워큐브,1833-8017,37.286843,127.063001,PW000153,PW00015301,완속(7kW),PW,Y,,2021-11-30
영통구_134_1,광교더샵레이크파크-상가동,24시간 이용가능,입주자 외 이용제한,4,AC완속,경기도 수원시 영통구 법조로 38,경기도 수원시 영통구 하동 1019번지,상가동 전면부 지하주차장 1층,파워큐브,1833-8017,37.287143,127.062043,PW000154,PW00015401,완속(7kW),PW,Y,,2021-11-30
영통구_135_1,광교상록공무원,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로150번길 19,경기도 수원시 영통구 하동 992번지 호수마을광교상록아파트,3103동 전면부 지하주차장 1층,파워큐브,1833-8017,37.293335,127.073772,PW001335,PW00133501,완속(7kW),PW,Y,,2021-11-30
영통구_136_1,광교상록공무원아파트19,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로150번길 19,경기도 수원시 영통구 하동 992번지 호수마을광교상록아파트,3104동 전면부 지하주차장 1층,파워큐브,1833-8017,37.293211,127.074571,PW010609,PW01060901,완속(7kW),PW,Y,,2021-11-30
영통구_136_2,광교상록공무원아파트19,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로150번길 19,경기도 수원시 영통구 하동 992번지 호수마을광교상록아파트,3105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.292634,127.074326,PW010609,PW01060902,완속(7kW),PW,Y,,2021-11-30
영통구_136_3,광교상록공무원아파트19,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로150번길 19,경기도 수원시 영통구 하동 992번지 호수마을광교상록아파트,3105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.292634,127.074326,PW010609,PW01060903,완속(7kW),PW,Y,,2021-11-30
영통구_136_4,광교상록공무원아파트19,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 법조로150번길 19,경기도 수원시 영통구 하동 992번지 호수마을광교상록아파트,3106동 전면부 지하주차장 1층,파워큐브,1833-8017,37.292737,127.073616,PW010609,PW01060904,완속(7kW),PW,Y,,2021-11-30
영통구_137_1,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095001,완속(7kW),PW,Y,,2021-11-30
영통구_137_2,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095002,완속(7kW),PW,Y,,2021-11-30
영통구_137_3,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095003,완속(7kW),PW,Y,,2021-11-30
영통구_137_4,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095004,완속(7kW),PW,Y,,2021-11-30
영통구_137_5,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095005,완속(7kW),PW,Y,,2021-11-30
영통구_137_6,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095006,완속(7kW),PW,Y,,2021-11-30
영통구_137_7,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095007,완속(7kW),PW,Y,,2021-11-30
영통구_137_8,광교호반베르디움아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 광교호수공원로 45,경기도 수원시 영통구 원천동 606번지 광교호반베르디움,1008동 전면부 지하주차장 2층,파워큐브,1833-8017,37.272767,127.056721,PW010950,PW01095008,완속(7kW),PW,Y,,2021-11-30
영통구_138_1,광교호반베르디움트라엘아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학로 98,경기도 수원시 영통구 이의동 1229번지 광교호반베르디움트라엘,8107동 전면부 지하주차장 1층,파워큐브,1833-8017,37.303933,127.050952,PW010474,PW01047401,완속(7kW),PW,Y,,2021-11-30
영통구_138_2,광교호반베르디움트라엘아파트,24시간 이용가능,입주자 외 이용제한,3,AC완속,경기도 수원시 영통구 대학로 98,경기도 수원시 영통구 이의동 1229번지 광교호반베르디움트라엘,8107동 전면부 지하주차장 1층,파워큐브,1833-8017,37.303933,127.050952,PW010474,PW01047402,완속(7kW),PW,Y,,2021-11-30
영통구_138_3,광교호반베르디움트라엘아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학로 98,경기도 수원시 영통구 이의동 1229번지 광교호반베르디움트라엘,8107동 전면부 지하주차장 1층,파워큐브,1833-8017,37.303933,127.050952,PW010474,PW01047403,완속(7kW),PW,Y,,2021-11-30
영통구_138_4,광교호반베르디움트라엘아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학로 98,경기도 수원시 영통구 이의동 1229번지 광교호반베르디움트라엘,8105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.302924,127.050437,PW010474,PW01047404,완속(7kW),PW,Y,,2021-11-30
영통구_138_5,광교호반베르디움트라엘아파트,24시간 이용가능,입주자 외 이용제한,2,AC완속,경기도 수원시 영통구 대학로 98,경기도 수원시 영통구 이의동 1229번지 광교호반베르디움트라엘,8105동 전면부 지하주차장 1층,파워큐브,1833-8017,37.302924,127.050437,PW010474,PW01047405,완속(7kW),PW,Y,,2021-11-30
